dataset,image_id,count,log_count
coco-rem,000000496339,2,1.0986122886681096
coco-rem,000000496430,4,1.6094379124341003
coco-rem,000000496687,4,1.6094379124341003
coco-rem,000000497273,30,3.4339872044851463
coco-rem,000000497873,21,3.0910424533583156
coco-rem,000000498022,28,3.3672958299864737
coco-rem,000000498371,4,1.6094379124341003
coco-rem,000000498436,13,2.6390573296152584
coco-rem,000000498915,12,2.5649493574615367
coco-rem,000000498988,7,2.0794415416798357
coco-rem,000000499168,3,1.3862943611198906
coco-rem,000000499274,4,1.6094379124341003
coco-rem,000000499627,2,1.0986122886681096
coco-rem,000000500071,3,1.3862943611198906
coco-rem,000000501054,3,1.3862943611198906
coco-rem,000000502126,27,3.332204510175204
coco-rem,000000502197,22,3.1354942159291497
coco-rem,000000502712,8,2.197224577336219
coco-rem,000000502978,5,1.791759469228055
coco-rem,000000503569,13,2.6390573296152584
coco-rem,000000503860,4,1.6094379124341003
coco-rem,000000504769,3,1.3862943611198906
coco-rem,000000505188,12,2.5649493574615367
coco-rem,000000505520,5,1.791759469228055
coco-rem,000000505919,3,1.3862943611198906
coco-rem,000000506371,4,1.6094379124341003
coco-rem,000000506388,1,0.6931471805599453
coco-rem,000000507263,5,1.791759469228055
coco-rem,000000507871,5,1.791759469228055
coco-rem,000000508004,2,1.0986122886681096
coco-rem,000000508087,50,3.9318256327243257
coco-rem,000000508430,5,1.791759469228055
coco-rem,000000509811,43,3.784189633918261
coco-rem,000000511026,48,3.8918202981106265
coco-rem,000000511639,33,3.526360524616161
coco-rem,000000511774,7,2.0794415416798357
coco-rem,000000511929,2,1.0986122886681096
coco-rem,000000512380,5,1.791759469228055
coco-rem,000000512436,10,2.3978952727983707
coco-rem,000000512845,6,1.9459101490553132
coco-rem,000000512864,9,2.3025850929940455
coco-rem,000000513434,9,2.3025850929940455
coco-rem,000000513574,23,3.1780538303479453
coco-rem,000000513690,10,2.3978952727983707
coco-rem,000000513899,13,2.6390573296152584
coco-rem,000000513946,4,1.6094379124341003
coco-rem,000000514016,5,1.791759469228055
coco-rem,000000514321,2,1.0986122886681096
coco-rem,000000515392,3,1.3862943611198906
coco-rem,000000515837,5,1.791759469228055
coco-rem,000000516088,3,1.3862943611198906
coco-rem,000000516782,15,2.772588722239781
coco-rem,000000517007,4,1.6094379124341003
coco-rem,000000517032,2,1.0986122886681096
coco-rem,000000517748,8,2.197224577336219
coco-rem,000000518027,3,1.3862943611198906
coco-rem,000000518858,71,4.276666119016055
coco-rem,000000518889,6,1.9459101490553132
coco-rem,000000518932,14,2.70805020110221
coco-rem,000000519035,2,1.0986122886681096
coco-rem,000000519076,6,1.9459101490553132
coco-rem,000000519707,18,2.9444389791664403
coco-rem,000000521232,38,3.6635616461296463
coco-rem,000000521306,9,2.3025850929940455
coco-rem,000000521533,3,1.3862943611198906
coco-rem,000000521620,6,1.9459101490553132
coco-rem,000000521652,11,2.4849066497880004
coco-rem,000000521752,19,2.995732273553991
coco-rem,000000522061,5,1.791759469228055
coco-rem,000000522452,6,1.9459101490553132
coco-rem,000000522930,9,2.3025850929940455
coco-rem,000000523468,84,4.442651256490317
coco-rem,000000523754,12,2.5649493574615367
coco-rem,000000524059,3,1.3862943611198906
coco-rem,000000524956,24,3.2188758248682006
coco-rem,000000525087,25,3.2580965380214817
coco-rem,000000525615,10,2.3978952727983707
coco-rem,000000525813,5,1.791759469228055
coco-rem,000000525880,3,1.3862943611198906
coco-rem,000000526085,12,2.5649493574615367
coco-rem,000000526227,12,2.5649493574615367
coco-rem,000000526432,23,3.1780538303479453
coco-rem,000000527219,8,2.197224577336219
coco-rem,000000527518,4,1.6094379124341003
coco-rem,000000527906,8,2.197224577336219
coco-rem,000000527994,13,2.6390573296152584
coco-rem,000000528341,9,2.3025850929940455
coco-rem,000000528957,20,3.044522437723423
coco-rem,000000529061,1,0.6931471805599453
coco-rem,000000529787,2,1.0986122886681096
coco-rem,000000530160,2,1.0986122886681096
coco-rem,000000530313,16,2.833213344056216
coco-rem,000000530384,30,3.4339872044851463
coco-rem,000000530599,14,2.70805020110221
coco-rem,000000530631,8,2.197224577336219
coco-rem,000000530758,11,2.4849066497880004
coco-rem,000000530863,1,0.6931471805599453
coco-rem,000000532245,31,3.4657359027997265
coco-rem,000000532260,37,3.6375861597263857
coco-rem,000000532817,59,4.0943445622221
coco-rem,000000533137,3,1.3862943611198906
coco-rem,000000533677,8,2.197224577336219
coco-rem,000000534736,41,3.737669618283368
coco-rem,000000535013,3,1.3862943611198906
coco-rem,000000535151,4,1.6094379124341003
coco-rem,000000535179,5,1.791759469228055
coco-rem,000000536200,6,1.9459101490553132
coco-rem,000000536237,15,2.772588722239781
coco-rem,000000536366,1,0.6931471805599453
coco-rem,000000536605,4,1.6094379124341003
coco-rem,000000536949,21,3.0910424533583156
coco-rem,000000537248,8,2.197224577336219
coco-rem,000000537337,12,2.5649493574615367
coco-rem,000000538187,19,2.995732273553991
coco-rem,000000539793,14,2.70805020110221
coco-rem,000000540068,3,1.3862943611198906
coco-rem,000000540342,15,2.772588722239781
coco-rem,000000541493,8,2.197224577336219
coco-rem,000000541783,3,1.3862943611198906
coco-rem,000000541999,18,2.9444389791664403
coco-rem,000000542325,9,2.3025850929940455
coco-rem,000000542472,13,2.6390573296152584
coco-rem,000000543166,11,2.4849066497880004
coco-rem,000000543836,5,1.791759469228055
coco-rem,000000544329,6,1.9459101490553132
coco-rem,000000544615,32,3.4965075614664802
coco-rem,000000545022,25,3.2580965380214817
coco-rem,000000545181,3,1.3862943611198906
coco-rem,000000545293,4,1.6094379124341003
coco-rem,000000546147,9,2.3025850929940455
coco-rem,000000546159,4,1.6094379124341003
coco-rem,000000546352,2,1.0986122886681096
coco-rem,000000546480,3,1.3862943611198906
coco-rem,000000546952,16,2.833213344056216
coco-rem,000000547644,3,1.3862943611198906
coco-rem,000000549224,3,1.3862943611198906
coco-rem,000000549410,6,1.9459101490553132
coco-rem,000000549797,5,1.791759469228055
coco-rem,000000550056,5,1.791759469228055
coco-rem,000000550392,9,2.3025850929940455
coco-rem,000000550477,6,1.9459101490553132
coco-rem,000000550597,10,2.3978952727983707
coco-rem,000000550643,16,2.833213344056216
coco-rem,000000550842,5,1.791759469228055
coco-rem,000000551170,1,0.6931471805599453
coco-rem,000000551515,1,0.6931471805599453
coco-rem,000000552159,18,2.9444389791664403
coco-rem,000000552222,3,1.3862943611198906
coco-rem,000000552336,4,1.6094379124341003
coco-rem,000000554106,17,2.8903717578961645
coco-rem,000000554587,15,2.772588722239781
coco-rem,000000554643,10,2.3978952727983707
coco-rem,000000555101,10,2.3978952727983707
coco-rem,000000555847,7,2.0794415416798357
coco-rem,000000556360,11,2.4849066497880004
coco-rem,000000557065,6,1.9459101490553132
coco-rem,000000557811,11,2.4849066497880004
coco-rem,000000557812,4,1.6094379124341003
coco-rem,000000557922,8,2.197224577336219
coco-rem,000000557985,12,2.5649493574615367
coco-rem,000000559039,14,2.70805020110221
coco-rem,000000559463,43,3.784189633918261
coco-rem,000000560123,8,2.197224577336219
coco-rem,000000560158,40,3.7135720667043075
coco-rem,000000560254,4,1.6094379124341003
coco-rem,000000560511,9,2.3025850929940455
coco-rem,000000560976,9,2.3025850929940455
coco-rem,000000561047,14,2.70805020110221
coco-rem,000000561589,16,2.833213344056216
coco-rem,000000562008,9,2.3025850929940455
coco-rem,000000563258,12,2.5649493574615367
coco-rem,000000563301,22,3.1354942159291497
coco-rem,000000563809,23,3.1780538303479453
coco-rem,000000564803,13,2.6390573296152584
coco-rem,000000564936,14,2.70805020110221
coco-rem,000000565070,6,1.9459101490553132
coco-rem,000000565245,21,3.0910424533583156
coco-rem,000000565405,18,2.9444389791664403
coco-rem,000000565625,3,1.3862943611198906
coco-rem,000000566668,34,3.5553480614894135
coco-rem,000000566927,11,2.4849066497880004
coco-rem,000000567495,1,0.6931471805599453
coco-rem,000000567764,9,2.3025850929940455
coco-rem,000000568137,7,2.0794415416798357
coco-rem,000000568155,7,2.0794415416798357
coco-rem,000000568256,3,1.3862943611198906
coco-rem,000000568396,4,1.6094379124341003
coco-rem,000000568459,12,2.5649493574615367
coco-rem,000000569437,35,3.58351893845611
coco-rem,000000569769,18,2.9444389791664403
coco-rem,000000570023,5,1.791759469228055
coco-rem,000000570268,4,1.6094379124341003
coco-rem,000000570963,12,2.5649493574615367
coco-rem,000000571185,14,2.70805020110221
coco-rem,000000572016,5,1.791759469228055
coco-rem,000000572572,2,1.0986122886681096
coco-rem,000000572786,5,1.791759469228055
coco-rem,000000573357,16,2.833213344056216
coco-rem,000000573622,5,1.791759469228055
coco-rem,000000574135,7,2.0794415416798357
coco-rem,000000574208,3,1.3862943611198906
coco-rem,000000574537,3,1.3862943611198906
coco-rem,000000574623,2,1.0986122886681096
coco-rem,000000575361,35,3.58351893845611
coco-rem,000000575909,1,0.6931471805599453
coco-rem,000000576397,18,2.9444389791664403
coco-rem,000000576709,1,0.6931471805599453
coco-rem,000000576857,33,3.526360524616161
coco-rem,000000577843,21,3.0910424533583156
coco-rem,000000578060,2,1.0986122886681096
coco-rem,000000579303,5,1.791759469228055
coco-rem,000000579463,2,1.0986122886681096
coco-rem,000000579548,11,2.4849066497880004
coco-rem,000000579909,15,2.772588722239781
coco-rem,000000580975,7,2.0794415416798357
coco-rem,000000581766,3,1.3862943611198906
