image_id,level,dataset,partition
1478731918367805221_jpg.rf.36d14798a08767298b0e5f7624295eaf,3,driving,calibration
1478732349628182265_jpg.rf.3c7e99aa1a56d8eaaaabc67bcadbb827,4,driving,calibration
1478732043960976928_jpg.rf.a592e0ad126c69fccff33c6e9ff9b0ba,3,driving,calibration
1478732209123743382_jpg.rf.7815963b3d9a5dcc0250bb3971ae2ca8,3,driving,calibration
1478021615075757233_jpg.rf.7f1c251a5adb71ae4f0ce21c1464e859,3,driving,calibration
1478732038799176605_jpg.rf.5993fb01fe30447aee595acf756bf48e,3,driving,calibration
1478733006839739612_jpg.rf.9f9bb9cbe68f236cbb4dad31716e623c,4,driving,calibration
1478731986038824025_jpg.rf.0617db1f7fd6fec429702f1213328d2a,4,driving,calibration
1478731925249807665_jpg.rf.d38384c08f3b33f7cc5ac56a84284afb,4,driving,calibration
1478732039372389659_jpg.rf.87cf20d231c243452bfa50453ebd932b,3,driving,calibration
1478732150628180352_jpg.rf.71e9012f8a015389274bef9d20c0990f,4,driving,calibration
1478732632354803247_jpg.rf.15f6d2d8c680d2b3d2adb4ada164250f,4,driving,calibration
1478732252709208945_jpg.rf.7ba8c9198fa23c5a4001d08634f6eaeb,3,driving,calibration
1478021155724822607_jpg.rf.134de8cef57272aa6a466ea29a2205e0,3,driving,calibration
1478732083530925513_jpg.rf.423decb777735c39eb01bb4a0c645cd0,4,driving,calibration
1478731965393138938_jpg.rf.51decf0b9f826add9112915645763391,4,driving,calibration
1478732153496111819_jpg.rf.74ac6388bd28bbe55dd4a05ccb5e4829,4,driving,calibration
1478732344466247767_jpg.rf.17621ff671369878222ac843043835b7,4,driving,calibration
1478732782033560356_jpg.rf.05f33b15785021717010bb361fc0d212,3,driving,calibration
1478733029204930193_jpg.rf.951318a58d711e9fc7f827e85532ba22,4,driving,calibration
1478732342746274501_jpg.rf.2a6b6c0809b0eda6d870503e327166c6,4,driving,calibration
1478732428195412938_jpg.rf.66db56323f3e764424ea98e5de38f8e3,3,driving,calibration
1478732547479225381_jpg.rf.64cb9eae2feccfccfbf12e852fccefaa,3,driving,calibration
1478021595575177869_jpg.rf.141132a88a9546799b311c1bf3079500,4,driving,calibration
1478732941462829337_jpg.rf.4f5b519377a38d429bb0e725a7704181,4,driving,calibration
1478732190200530852_jpg.rf.bd9b694db90a6ec6a63d45f9493dc92c,4,driving,calibration
1478732272207253703_jpg.rf.725f7a7de4aef8d15c538da6dd5c0452,4,driving,calibration
1478021897091009120_jpg.rf.77098f148e9580377b7773dfc99bc58c,3,driving,calibration
1478732159230985460_jpg.rf.a32bb66a290faa188e1884fed06378bf,3,driving,calibration
1478731983745076245_jpg.rf.e947941ff94f91aed373d85227df25a3,4,driving,calibration
1478019974179606198_jpg.rf.2301b651f25adce98828197325ea9bc0,4,driving,calibration
1478021862586653474_jpg.rf.8dbb956dd0dabd2662e73aad78cf5a19,3,driving,calibration
1478732224034478392_jpg.rf.0df39c1abbee856ec394038dcd0c9af7,3,driving,calibration
1478732318659541341_jpg.rf.e8a863bf46acce38f73f57a8a4b78224,3,driving,calibration
1478732437943887347_jpg.rf.40952c2b4362c7e1102854639a3b0de9,4,driving,calibration
1478021920085226179_jpg.rf.e746ad7995cc088daae9ff9801358a47,4,driving,calibration
1478731932131088045_jpg.rf.8bd85069ab15760de16bd42694010f5e,3,driving,calibration
1478021918085025035_jpg.rf.f5d1a1f6721c05b6fe5eeb638046b2e1,4,driving,calibration
1478732654148005418_jpg.rf.f7b62e74fa6f8639978b1f6c338846d0,3,driving,calibration
1478021157724886512_jpg.rf.d73045b7113ce56294c93406df90e9d4,3,driving,calibration
1478732381170389189_jpg.rf.54d65a3a2a8c25a55d02177b23c3c65f,4,driving,calibration
1478732802105463688_jpg.rf.79c20aeefc4e06fb22bf667cf0e67145,3,driving,calibration
1478732430488828485_jpg.rf.cfbe2b512c84ae74128475b77026d43a,3,driving,calibration
1478021891082117998_jpg.rf.48acbf199cbb26ecc15b081e202faf87,3,driving,calibration
1478021859086040035_jpg.rf.31a16dc3b5ca094ec65f999bab68f1e5,3,driving,calibration
1478732467766001247_jpg.rf.4d81fd811fee3b84970b101c47904913,4,driving,calibration
1478732925978240295_jpg.rf.b014578b31efdd44658aaf19bc8d07f8,3,driving,calibration
1478732661029176156_jpg.rf.52169ad93653ea63b5e3bc48bfb817ce,4,driving,calibration
1478021907584671193_jpg.rf.77628447dda3f1bd3936c339aa3d38e3,4,driving,calibration
1478732665617086925_jpg.rf.198f171843e54f52a7659d8fabe5d1f0,4,driving,calibration
1478021606575910685_jpg.rf.d761c9a631459702fc15f911964ec38c,4,driving,calibration
1478732312924617196_jpg.rf.2051d4657cf05f7365818e45ac137e5a,3,driving,calibration
1478731956217366091_jpg.rf.23bb4e48f4812f533b902a28db80dc86,3,driving,calibration
1478732453427774998_jpg.rf.1ddf90edc47c6f82a0bba916e0da946c,3,driving,calibration
1478732463750366476_jpg.rf.3d5bcabe328641e77b8153848316860a,4,driving,calibration
000000507927,4,coco-2017,calibration
000000361924,3,coco-2017,calibration
000000577821,2,coco-2017,calibration
000000545679,2,coco-2017,calibration
000000316269,3,coco-2017,calibration
000000492435,3,coco-2017,calibration
000000437994,3,coco-2017,calibration
000000468428,2,coco-2017,calibration
000000432019,4,coco-2017,calibration
000000237263,2,coco-2017,calibration
000000434183,1,coco-2017,calibration
000000579947,4,coco-2017,calibration
000000343954,3,coco-2017,calibration
000000556278,4,coco-2017,calibration
000000171970,3,coco-2017,calibration
000000377809,3,coco-2017,calibration
000000478880,2,coco-2017,calibration
000000476331,3,coco-2017,calibration
000000031653,2,coco-2017,calibration
000000048289,3,coco-2017,calibration
000000264599,4,coco-2017,calibration
000000073235,3,coco-2017,calibration
000000135348,3,coco-2017,calibration
000000225337,3,coco-2017,calibration
000000162682,2,coco-2017,calibration
000000204339,4,coco-2017,calibration
000000289816,3,coco-2017,calibration
000000521225,3,coco-2017,calibration
000000276975,3,coco-2017,calibration
000000159561,2,coco-2017,calibration
000000538615,3,coco-2017,calibration
000000093419,3,coco-2017,calibration
000000053339,3,coco-2017,calibration
000000346503,3,coco-2017,calibration
000000345155,2,coco-2017,calibration
000000274528,4,coco-2017,calibration
000000363494,2,coco-2017,calibration
000000028682,3,coco-2017,calibration
000000069884,3,coco-2017,calibration
000000228215,3,coco-2017,calibration
000000372363,4,coco-2017,calibration
000000404229,2,coco-2017,calibration
000000408779,3,coco-2017,calibration
000000481113,2,coco-2017,calibration
000000035076,3,coco-2017,calibration
000000075065,2,coco-2017,calibration
000000249982,3,coco-2017,calibration
000000033891,3,coco-2017,calibration
000000077750,3,coco-2017,calibration
000000117337,4,coco-2017,calibration
000000500356,3,coco-2017,calibration
000000419297,4,coco-2017,calibration
000000160652,2,coco-2017,calibration
000000557610,3,coco-2017,calibration
000000421875,3,coco-2017,calibration
000000579629,2,coco-2017,calibration
000000151954,4,coco-2017,calibration
000000221927,3,coco-2017,calibration
000000059744,3,coco-2017,calibration
000000214305,3,coco-2017,calibration
000000245450,2,coco-2017,calibration
000000270912,3,coco-2017,calibration
000000081930,4,coco-2017,calibration
000000570947,2,coco-2017,calibration
000000285342,4,coco-2017,calibration
000000099245,3,coco-2017,calibration
000000231987,4,coco-2017,calibration
000000521711,4,coco-2017,calibration
000000339512,3,coco-2017,calibration
000000404424,3,coco-2017,calibration
000000196170,4,coco-2017,calibration
000000388126,1,coco-2017,calibration
000000530999,4,coco-2017,calibration
000000476993,2,coco-2017,calibration
000000393422,2,coco-2017,calibration
000000145994,3,coco-2017,calibration
000000404546,3,coco-2017,calibration
000000447785,3,coco-2017,calibration
000000434413,2,coco-2017,calibration
000000186405,4,coco-2017,calibration
000000316879,4,coco-2017,calibration
000000151432,2,coco-2017,calibration
000000028506,3,coco-2017,calibration
000000057969,2,coco-2017,calibration
000000096514,2,coco-2017,calibration
000000090137,2,coco-2017,calibration
000000299042,2,coco-2017,calibration
000000009142,2,coco-2017,calibration
000000219842,4,coco-2017,calibration
000000330696,4,coco-2017,calibration
000000055849,2,coco-2017,calibration
000000137072,4,coco-2017,calibration
000000390334,2,coco-2017,calibration
000000147798,2,coco-2017,calibration
000000568653,4,coco-2017,calibration
000000113588,3,coco-2017,calibration
000000486002,2,coco-2017,calibration
000000195896,3,coco-2017,calibration
000000161312,3,coco-2017,calibration
000000298418,3,coco-2017,calibration
000000350514,3,coco-2017,calibration
000000203400,2,coco-2017,calibration
000000317806,4,coco-2017,calibration
000000447765,1,coco-2017,calibration
000000213536,2,coco-2017,calibration
000000371822,4,coco-2017,calibration
000000466533,2,coco-2017,calibration
000000185837,2,coco-2017,calibration
000000310633,2,coco-2017,calibration
000000511393,3,coco-2017,calibration
000000020925,2,coco-2017,calibration
000000036739,3,coco-2017,calibration
000000480057,4,coco-2017,calibration
000000136002,2,coco-2017,calibration
000000170780,3,coco-2017,calibration
000000267349,3,coco-2017,calibration
000000378613,3,coco-2017,calibration
000000440726,3,coco-2017,calibration
000000433545,3,coco-2017,calibration
000000493953,3,coco-2017,calibration
000000504306,3,coco-2017,calibration
000000051862,3,coco-2017,calibration
000000563606,2,coco-2017,calibration
000000324688,4,coco-2017,calibration
000000401541,2,coco-2017,calibration
000000252314,2,coco-2017,calibration
000000189404,2,coco-2017,calibration
000000298481,4,coco-2017,calibration
000000398454,2,coco-2017,calibration
000000471409,3,coco-2017,calibration
000000574248,4,coco-2017,calibration
000000360400,3,coco-2017,calibration
000000140919,4,coco-2017,calibration
000000341868,4,coco-2017,calibration
000000111142,3,coco-2017,calibration
000000406895,3,coco-2017,calibration
000000426675,3,coco-2017,calibration
000000471981,4,coco-2017,calibration
000000561027,3,coco-2017,calibration
000000407864,3,coco-2017,calibration
000000413334,2,coco-2017,calibration
000000110901,3,coco-2017,calibration
000000364691,4,coco-2017,calibration
000000323734,2,coco-2017,calibration
000000033901,3,coco-2017,calibration
000000268731,3,coco-2017,calibration
000000115681,2,coco-2017,calibration
000000565932,3,coco-2017,calibration
000000314125,3,coco-2017,calibration
000000201010,2,coco-2017,calibration
000000052527,3,coco-2017,calibration
000000553297,3,coco-2017,calibration
000000355124,2,coco-2017,calibration
000000231889,4,coco-2017,calibration
000000247167,3,coco-2017,calibration
000000164772,4,coco-2017,calibration
000000198079,3,coco-2017,calibration
000000207219,2,coco-2017,calibration
000000532768,3,coco-2017,calibration
000000198798,3,coco-2017,calibration
000000015968,2,coco-2017,calibration
000000533039,3,coco-2017,calibration
000000483285,3,coco-2017,calibration
000000002142,4,coco-2017,calibration
000000295359,2,coco-2017,calibration
000000225543,2,coco-2017,calibration
000000500904,2,coco-2017,calibration
000000460458,3,coco-2017,calibration
000000329940,2,coco-2017,calibration
000000501694,2,coco-2017,calibration
000000121651,4,coco-2017,calibration
000000286720,3,coco-2017,calibration
000000363100,4,coco-2017,calibration
000000246576,3,coco-2017,calibration
000000204867,3,coco-2017,calibration
000000327768,3,coco-2017,calibration
000000395840,4,coco-2017,calibration
000000373997,2,coco-2017,calibration
000000481267,3,coco-2017,calibration
000000159392,3,coco-2017,calibration
000000174499,2,coco-2017,calibration
000000245825,3,coco-2017,calibration
000000052320,3,coco-2017,calibration
000000049851,2,coco-2017,calibration
000000193095,3,coco-2017,calibration
000000213586,3,coco-2017,calibration
000000192747,2,coco-2017,calibration
000000097099,3,coco-2017,calibration
000000500457,4,coco-2017,calibration
000000062464,4,coco-2017,calibration
000000489100,4,coco-2017,calibration
000000106722,3,coco-2017,calibration
000000409016,3,coco-2017,calibration
000000581065,4,coco-2017,calibration
000000183809,3,coco-2017,calibration
000000257575,2,coco-2017,calibration
000000338838,2,coco-2017,calibration
000000293293,3,coco-2017,calibration
000000044454,3,coco-2017,calibration
000000500139,3,coco-2017,calibration
000000339715,3,coco-2017,calibration
000000530287,2,coco-2017,calibration
000000406071,4,coco-2017,calibration
000000349410,3,coco-2017,calibration
000000031339,3,coco-2017,calibration
000000280370,4,coco-2017,calibration
000000553852,2,coco-2017,calibration
000000122231,3,coco-2017,calibration
000000542048,4,coco-2017,calibration
000000514790,3,coco-2017,calibration
000000321410,3,coco-2017,calibration
000000005174,2,coco-2017,calibration
000000275608,4,coco-2017,calibration
000000469294,4,coco-2017,calibration
000000317131,2,coco-2017,calibration
000000169211,3,coco-2017,calibration
000000561903,3,coco-2017,calibration
000000248476,2,coco-2017,calibration
000000180389,2,coco-2017,calibration
000000270708,2,coco-2017,calibration
000000498738,4,coco-2017,calibration
000000422677,2,coco-2017,calibration
000000449944,3,coco-2017,calibration
000000306803,2,coco-2017,calibration
000000339987,2,coco-2017,calibration
000000255213,3,coco-2017,calibration
000000303538,3,coco-2017,calibration
000000196460,4,coco-2017,calibration
000000209380,3,coco-2017,calibration
000000401455,3,coco-2017,calibration
000000216072,3,coco-2017,calibration
000000579752,3,coco-2017,calibration
000000398067,2,coco-2017,calibration
000000525971,4,coco-2017,calibration
000000076254,3,coco-2017,calibration
000000386032,3,coco-2017,calibration
000000125769,3,coco-2017,calibration
000000374846,4,coco-2017,calibration
000000302945,3,coco-2017,calibration
000000223078,3,coco-2017,calibration
000000182317,3,coco-2017,calibration
000000075032,3,coco-2017,calibration
000000336286,3,coco-2017,calibration
000000450897,2,coco-2017,calibration
000000407783,4,coco-2017,calibration
000000196320,3,coco-2017,calibration
000000471871,2,coco-2017,calibration
000000198930,2,coco-2017,calibration
000000427163,2,coco-2017,calibration
000000129370,4,coco-2017,calibration
000000460964,2,coco-2017,calibration
000000050695,3,coco-2017,calibration
000000517869,3,coco-2017,calibration
000000578591,3,coco-2017,calibration
000000376196,2,coco-2017,calibration
000000153727,4,coco-2017,calibration
000000030289,3,coco-2017,calibration
000000504654,3,coco-2017,calibration
000000052498,1,coco-2017,calibration
000000099583,3,coco-2017,calibration
000000251124,3,coco-2017,calibration
000000112372,4,coco-2017,calibration
000000384482,2,coco-2017,calibration
000000260838,2,coco-2017,calibration
000000528756,3,coco-2017,calibration
000000452113,3,coco-2017,calibration
000000229975,3,coco-2017,calibration
000000041482,4,coco-2017,calibration
000000061734,4,coco-2017,calibration
000000538963,2,coco-2017,calibration
000000399939,3,coco-2017,calibration
000000162741,3,coco-2017,calibration
000000131300,2,coco-2017,calibration
000000203667,3,coco-2017,calibration
000000313097,4,coco-2017,calibration
000000410084,2,coco-2017,calibration
000000114784,3,coco-2017,calibration
000000351726,3,coco-2017,calibration
000000157032,2,coco-2017,calibration
000000270070,4,coco-2017,calibration
000000212675,2,coco-2017,calibration
000000529886,4,coco-2017,calibration
000000504099,3,coco-2017,calibration
000000057323,3,coco-2017,calibration
000000567949,3,coco-2017,calibration
000000548538,3,coco-2017,calibration
000000215357,3,coco-2017,calibration
000000287322,3,coco-2017,calibration
000000154656,1,coco-2017,calibration
000000568554,3,coco-2017,calibration
000000094859,3,coco-2017,calibration
000000470880,3,coco-2017,calibration
000000501299,3,coco-2017,calibration
000000522813,2,coco-2017,calibration
000000455808,3,coco-2017,calibration
000000166344,3,coco-2017,calibration
000000401336,2,coco-2017,calibration
000000192577,2,coco-2017,calibration
000000278763,4,coco-2017,calibration
000000205693,2,coco-2017,calibration
000000511341,3,coco-2017,calibration
000000261617,2,coco-2017,calibration
000000452783,2,coco-2017,calibration
000000435686,3,coco-2017,calibration
000000530417,3,coco-2017,calibration
000000262862,2,coco-2017,calibration
000000412365,3,coco-2017,calibration
000000072899,3,coco-2017,calibration
000000208479,2,coco-2017,calibration
000000502419,3,coco-2017,calibration
000000288654,2,coco-2017,calibration
000000301344,2,coco-2017,calibration
000000353694,2,coco-2017,calibration
000000359959,2,coco-2017,calibration
000000116708,3,coco-2017,calibration
000000062053,4,coco-2017,calibration
000000188515,4,coco-2017,calibration
000000128299,3,coco-2017,calibration
000000303144,3,coco-2017,calibration
000000342206,3,coco-2017,calibration
000000064629,2,coco-2017,calibration
000000119854,3,coco-2017,calibration
000000212197,4,coco-2017,calibration
000000473616,4,coco-2017,calibration
000000300580,1,coco-2017,calibration
000000221474,3,coco-2017,calibration
000000205308,3,coco-2017,calibration
000000580152,2,coco-2017,calibration
000000022420,3,coco-2017,calibration
000000126299,3,coco-2017,calibration
000000182773,2,coco-2017,calibration
000000490654,3,coco-2017,calibration
000000542755,2,coco-2017,calibration
000000426705,3,coco-2017,calibration
000000495079,2,coco-2017,calibration
000000443209,2,coco-2017,calibration
000000226374,3,coco-2017,calibration
000000164680,3,coco-2017,calibration
000000322212,3,coco-2017,calibration
000000187533,3,coco-2017,calibration
000000369331,3,coco-2017,calibration
000000534914,3,coco-2017,calibration
000000398183,3,coco-2017,calibration
000000216026,2,coco-2017,calibration
000000127751,3,coco-2017,calibration
000000573830,3,coco-2017,calibration
000000266273,3,coco-2017,calibration
000000053458,2,coco-2017,calibration
000000543618,2,coco-2017,calibration
000000261906,2,coco-2017,calibration
000000452470,4,coco-2017,calibration
000000223474,4,coco-2017,calibration
000000465693,3,coco-2017,calibration
000000053546,4,coco-2017,calibration
000000114177,3,coco-2017,calibration
000000161771,2,coco-2017,calibration
000000039998,3,coco-2017,calibration
000000352814,3,coco-2017,calibration
000000321262,3,coco-2017,calibration
000000374062,2,coco-2017,calibration
000000345658,1,coco-2017,calibration
000000130740,4,coco-2017,calibration
000000101431,4,coco-2017,calibration
000000526732,4,coco-2017,calibration
000000288347,3,coco-2017,calibration
000000369153,2,coco-2017,calibration
000000569742,3,coco-2017,calibration
000000141330,2,coco-2017,calibration
000000117028,3,coco-2017,calibration
000000253784,3,coco-2017,calibration
000000080260,3,coco-2017,calibration
000000212714,3,coco-2017,calibration
000000096466,3,coco-2017,calibration
000000524500,4,coco-2017,calibration
000000325369,4,coco-2017,calibration
000000235319,2,coco-2017,calibration
000000339793,3,coco-2017,calibration
000000536575,4,coco-2017,calibration
000000189425,3,coco-2017,calibration
000000456708,4,coco-2017,calibration
000000521361,3,coco-2017,calibration
000000400710,3,coco-2017,calibration
000000412491,3,coco-2017,calibration
000000279957,2,coco-2017,calibration
000000226348,4,coco-2017,calibration
000000089128,4,coco-2017,calibration
000000003386,2,coco-2017,calibration
000000089378,3,coco-2017,calibration
000000276634,3,coco-2017,calibration
000000029751,2,coco-2017,calibration
000000366179,4,coco-2017,calibration
000000288639,2,coco-2017,calibration
000000110002,4,coco-2017,calibration
000000063408,3,coco-2017,calibration
000000115043,3,coco-2017,calibration
000000351621,2,coco-2017,calibration
000000442414,3,coco-2017,calibration
000000192437,3,coco-2017,calibration
000000289107,3,coco-2017,calibration
000000179811,1,coco-2017,calibration
000000341752,2,coco-2017,calibration
000000215223,3,coco-2017,calibration
000000485710,3,coco-2017,calibration
000000223776,3,coco-2017,calibration
000000236279,2,coco-2017,calibration
000000316181,2,coco-2017,calibration
000000250599,4,coco-2017,calibration
000000046473,3,coco-2017,calibration
000000389445,3,coco-2017,calibration
000000528900,3,coco-2017,calibration
000000123975,4,coco-2017,calibration
000000225731,2,coco-2017,calibration
000000414754,2,coco-2017,calibration
000000512912,2,coco-2017,calibration
000000469912,3,coco-2017,calibration
000000137595,3,coco-2017,calibration
000000376046,3,coco-2017,calibration
000000536374,4,coco-2017,calibration
000000058021,4,coco-2017,calibration
000000507237,3,coco-2017,calibration
000000362722,3,coco-2017,calibration
000000252768,2,coco-2017,calibration
000000036547,3,coco-2017,calibration
000000271422,3,coco-2017,calibration
000000017967,3,coco-2017,calibration
000000504598,3,coco-2017,calibration
000000042347,3,coco-2017,calibration
000000389729,3,coco-2017,calibration
000000033408,2,coco-2017,calibration
000000501936,3,coco-2017,calibration
000000388123,3,coco-2017,calibration
000000224537,3,coco-2017,calibration
000000424823,3,coco-2017,calibration
000000203965,3,coco-2017,calibration
000000129037,3,coco-2017,calibration
000000381972,3,coco-2017,calibration
000000024402,3,coco-2017,calibration
000000121929,3,coco-2017,calibration
000000091460,2,coco-2017,calibration
000000500650,3,coco-2017,calibration
000000504868,3,coco-2017,calibration
000000004392,2,coco-2017,calibration
000000205604,3,coco-2017,calibration
000000400286,3,coco-2017,calibration
000000331409,3,coco-2017,calibration
000000015518,3,coco-2017,calibration
000000099299,2,coco-2017,calibration
000000509700,4,coco-2017,calibration
000000472432,3,coco-2017,calibration
000000224670,4,coco-2017,calibration
000000532414,3,coco-2017,calibration
000000091911,4,coco-2017,calibration
000000019136,3,coco-2017,calibration
000000544260,2,coco-2017,calibration
000000335844,3,coco-2017,calibration
000000164183,3,coco-2017,calibration
000000288227,3,coco-2017,calibration
000000367005,2,coco-2017,calibration
000000385687,3,coco-2017,calibration
000000038572,4,coco-2017,calibration
000000154783,3,coco-2017,calibration
000000205547,4,coco-2017,calibration
000000510150,3,coco-2017,calibration
000000561814,2,coco-2017,calibration
000000082844,2,coco-2017,calibration
000000296099,3,coco-2017,calibration
000000528882,2,coco-2017,calibration
000000413079,3,coco-2017,calibration
000000130163,3,coco-2017,calibration
000000064103,2,coco-2017,calibration
000000046038,3,coco-2017,calibration
000000273841,3,coco-2017,calibration
000000127235,4,coco-2017,calibration
000000206909,2,coco-2017,calibration
000000241559,4,coco-2017,calibration
000000527899,3,coco-2017,calibration
000000106834,2,coco-2017,calibration
000000046869,3,coco-2017,calibration
000000071596,3,coco-2017,calibration
000000073141,4,coco-2017,calibration
000000433993,3,coco-2017,calibration
000000272970,4,coco-2017,calibration
000000157109,2,coco-2017,calibration
000000405283,2,coco-2017,calibration
000000190884,2,coco-2017,calibration
000000111235,3,coco-2017,calibration
000000107108,2,coco-2017,calibration
000000065616,3,coco-2017,calibration
000000405531,3,coco-2017,calibration
000000513900,2,coco-2017,calibration
000000412876,3,coco-2017,calibration
000000071301,4,coco-2017,calibration
000000122981,2,coco-2017,calibration
000000344703,3,coco-2017,calibration
000000056132,3,coco-2017,calibration
000000017438,2,coco-2017,calibration
000000576944,3,coco-2017,calibration
000000324866,3,coco-2017,calibration
000000576749,3,coco-2017,calibration
000000511075,3,coco-2017,calibration
